Product ID,SKU,Product Name,Price,Discount,No. of Sales,No. of Reviews,Seller Location,Product Link
215706932,215706932_BD-1164184957,"More Respect Less Attack Stylish Full Sleeve Tshirt For Menz Comfortable Fashion - T Shirt For Man - T Shirt For Man - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° - T Shirt",220.0,0.0,1300,0,Dhaka,//www.daraz.com.bd/products/more-respect-less-attack-stylish-full-sleeve-tshirt-for-menz-comfortable-fashion-t-shirt-for-man-t-shirt-for-man-t-shirt-i215706932.html
325168911,325168911_BD-1559464825,"Black Premium Polyester Quality Full Sleeve T-Shirt for Men",201.0,66.0,1100,0,Dhaka,//www.daraz.com.bd/products/-i325168911.html
406274596,406274596_BD-2015382612,"Amerikan New Stylish Summer Combo T-Shirt & Full Pant - T Shirt",500.0,52.0,70,0,Dhaka,//www.daraz.com.bd/products/-i406274596.html
367540427,367540427_BD-1834570281,"Jersey T-Shirt For Man| Half Hand T Shirt For Men",88.0,56.0,592,0,Dhaka,//www.daraz.com.bd/products/-i367540427.html
324838541,324838541_BD-1555684608,"Soft and Comfortable Men's Cotton Suitable Full Sleeve & Round Neck T-Shirt - Comfortable and Soft Fabrics for Men",312.0,22.0,122,0,Dhaka,//www.daraz.com.bd/products/soft-and-comfortable-mens-cotton-suitable-full-sleeve-round-neck-t-shirt-comfortable-and-soft-fabrics-for-men-i324838541.html
324521302,324521302_BD-1553171242,"Navy Blue Full Sleeve Round Neck T-Shirt for Men - Ideal for Every Season- Embracing Coastal Style with Ease",250.0,29.0,76,0,Dhaka,//www.daraz.com.bd/products/navy-blue-full-sleeve-round-neck-t-shirt-for-men-ideal-for-every-season-embracing-coastal-style-with-ease-i324521302.html
326540018,326540018_BD-1575100329,"BLACK COLOR SOLID LONG SLEEVE  MENS T- SHIRT",127.0,64.0,208,0,Dhaka,//www.daraz.com.bd/products/-i326540018.html
300355085,300355085_BD-1334432075,"Black Cotton Combo T-Shirt & Pant for Man - T-Shirt & Trouser Pant for Men - Comfortable Half Sleeve and Round Neck",437.0,27.0,363,0,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-pant-for-man-t-shirt-trouser-pant-for-men-comfortable-half-sleeve-and-round-neck-i300355085.html
385978839,385978839_BD-1926267139,"Always Smile New Desing Soft & Comfortable T-shirt For Men",99.0,55.0,229,0,Dhaka,//www.daraz.com.bd/products/-i385978839.html
385978907,385978907_BD-1926264127,"Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt",89.0,60.0,50,0,Dhaka,//www.daraz.com.bd/products/-i385978907.html
301096072,301096072_BD-1337856476,"Cotton Combo T-Shirt & Pant For Men - Half Sleeve Round Neck - Comfortable and Stylish Wear",244.0,39.0,404,0,Dhaka,//www.daraz.com.bd/products/cotton-combo-t-shirt-pant-for-men-half-sleeve-round-neck-comfortable-and-stylish-wear-i301096072.html
384467065,384467065_BD-1922507309,"2024 New Excellent T-shirts Of Good Quality Men's half-sleeved T-shirts",99.0,50.0,19,0,Dhaka,//www.daraz.com.bd/products/2024-i384467065.html
342534322,342534322_BD-1672352450,"Anime Half-Sleeve T-shirt, Jersey Fabric, Itachi logo on Middle, Naruto",133.0,34.0,581,0,Dhaka,//www.daraz.com.bd/products/-i342534322.html
362505631,362505631_BD-1788612970,"NKE design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man",96.0,52.0,482,0,Dhaka,//www.daraz.com.bd/products/nke-i362505631.html
289122359,289122359_BD-1291412260,"à¦ªà§à¦°à§à¦·à¦¦à§‡à¦° à¦œà¦¨à§à¦¯ à¦®à§à¦¯à¦¾à¦¨à¦šà§‡à¦¸à§à¦Ÿà¦¾à¦° à¦¹à¦¾à¦« à¦¹à¦¾à¦¤à¦¾ à¦Ÿà¦¿-à¦¶à¦¾à¦°à§à¦Ÿ à¦œà¦¾à¦°à§à¦¸à¦¿ - jarci",99.0,72.0,784,0,Dhaka,//www.daraz.com.bd/products/jarci-i289122359.html
343518483,343518483_BD-1675152069,"Dream Smile  Desing Soft & Comfortable T-shirt For Women and girls",115.0,42.0,169,0,Dhaka,//www.daraz.com.bd/products/-i343518483.html
323914303,323914303_BD-1546489928,"Best Quality Casual T-shirt's for men",99.0,51.0,0,0,Dhaka,//www.daraz.com.bd/products/-i323914303.html
323934966,323934966_BD-1546636827,"Cartoon T-shirt, Doremon  T-shirt, logo on side , Jersey fabric mix t- shirt, regular half sleeve",129.0,36.0,28,0,Dhaka,//www.daraz.com.bd/products/-i323934966.html
245861186,245861186_BD-1190122657,"Spider-Man Logo Printed Regular Fit Round Neck T-shirt for Men - T-Shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - T Sirt",174.0,77.0,46,0,Dhaka,//www.daraz.com.bd/products/-i245861186.html
204923471,204923471_BD-1353537326,"3 PCS Best Quality t-shirt for men.Premium Quality pure Cotton round neck Casual Half Sleeve Combo Pack 3 In 1 short sleeve T-shirt for Men.  Sleeve Pure Cotton Round Neck T-Shirt for Men. - T Shirt For Man - T Shirt For Man",499.0,50.0,583,0,Rajshahi,//www.daraz.com.bd/products/3-pcs-best-quality-t-shirt-for-menpremium-quality-pure-cotton-round-neck-casual-half-sleeve-combo-pack-3-in-1-short-sleeve-t-shirt-for-men-sleeve-pure-cotton-round-neck-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-i204923471.html
395709711,395709711_BD-1967368707,"Joto Crush Toto Bash Quality And Durablity -Golpo Casual T-Shirt For Men - Genji- Innovative Remarkable - Disclose Styles & Luxe",94.0,53.0,6,0,Dhaka,//www.daraz.com.bd/products/-i395709711.html
266280091,266280091_BD-1238010859,"Cha  T-Shirt For Man| Half Sleeve T Shirt For Men",96.0,52.0,25,0,Dhaka,//www.daraz.com.bd/products/-i266280091.html
349496340,349496340_BD-1717516769,"Cotton T-shirt, Anime T-shirt, Naruto, Pain Logo in Middle",250.0,17.0,125,0,Dhaka,//www.daraz.com.bd/products/naruto-i349496340.html
325139517,325139517_BD-1559082885,"Maroon Full Sleeve T Shirt For Men",219.0,45.0,6,0,Dhaka,//www.daraz.com.bd/products/-i325139517.html
154500217,154500217_BD-1083626828,"Black Colour Cotton Short Sleeve Tshirt For Men.",111.0,54.0,23,0,Dhaka,//www.daraz.com.bd/products/-i154500217.html
361936411,361936411_BD-1786219730,"Tshirt Combo  2 PIS New Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt",199.0,33.0,560,0,Dhaka,//www.daraz.com.bd/products/2-i361936411.html
300674528,300674528_BD-1335436100,"New Cotton Printed T Shirt For Men/ Mens T Shirt/ Genji",96.0,52.0,5,0,Dhaka,//www.daraz.com.bd/products/-i300674528.html
364254894,364254894_BD-1805648079,"Megi Hata T Shirt For Men",217.0,57.0,96,0,Rajshahi,//www.daraz.com.bd/products/-i364254894.html
295602377,295602377_BD-1311035269,"Join the Naruto Fandom with the Kakashi T-Shirt - Naruto Shippuden Anime Black Cotton Tee Unisex Naruto T-Shirt By Banga Kun Shop",385.0,4.0,105,0,Dhaka,//www.daraz.com.bd/products/join-the-naruto-fandom-with-the-kakashi-t-shirt-naruto-shippuden-anime-black-cotton-tee-unisex-naruto-t-shirt-by-banga-kun-shop-i295602377.html
346212865,346212865_BD-1694275146,"White Cotton Combo T-Shirt & trouser Pant For Man",382.0,52.0,39,0,Dhaka,//www.daraz.com.bd/products/-i346212865.html
343588796,343588796_BD-1675253914,"Black Desing Soft & Comfortable T-Shirt For Men - Genji",112.0,44.0,13,0,Dhaka,//www.daraz.com.bd/products/-i343588796.html
308321546,308321546_BD-1383408387,"Death Note Exclusive Anime Black Cotton T-shirt For Men - T Shirt",268.0,16.0,7,0,Khulna,//www.daraz.com.bd/products/-i308321546.html
313572212,313572212_BD-1405974640,"Premium Stylish T-Shirt: Comfortable and Soft Fabric for Ultimate Style and Comfort",157.0,71.0,47,0,Dhaka,//www.daraz.com.bd/products/premium-stylish-t-shirt-comfortable-and-soft-fabric-for-ultimate-style-and-comfort-i313572212.html
325150219,325150219_BD-1559398239,"Men's Regular-Fit Cotton Full - Sleeve & T-Shirt with Round Neck - Breathable Fabric Comfort for Everyday Wear",187.0,55.0,45,0,Dhaka,//www.daraz.com.bd/products/-i325150219.html
325587732,325587732_BD-1564361310,"New Half Sleeve Premium Cotton T-Shirt Genji",90.0,78.0,64,0,Chattogram,//www.daraz.com.bd/products/-i325587732.html
324463425,324463425_BD-1552887540,"Cotton Fabric Full Sleeve Round Neck Raglan T-Shirt for Men - Raglan T-Shirt - Comfortable and Stylish Wear",210.0,58.0,11,0,Dhaka,//www.daraz.com.bd/products/cotton-fabric-full-sleeve-round-neck-raglan-t-shirt-for-men-raglan-t-shirt-comfortable-and-stylish-wear-i324463425.html
344334535,344334535_BD-1680758849,"Daraz New tee Black Desing Best Collection T-shirt For Men",96.0,46.0,37,0,Dhaka,//www.daraz.com.bd/products/-i344334535.html
247191912,247191912_BD-1192762443,"Stylish Cotton Half Sleeve T-Shirt For Men - T-Shirt For Men - T Shirt - T Shirt",99.0,60.0,46,0,Dhaka,//www.daraz.com.bd/products/stylish-cotton-half-sleeve-t-shirt-for-men-t-shirt-for-men-t-shirt-t-shirt-i247191912.html
360200430,360200430_BD-1778437324,"MEN'S COTTON T-SHIRT A Ether Chaya Print on chest",342.0,28.0,0,0,Dhaka,//www.daraz.com.bd/products/-i360200430.html
262836119,262836119_BD-1598688508,"BTS T-shirt For Men and women Round neck Stylish",130.0,63.0,785,0,Dhaka,//www.daraz.com.bd/products/bts-i262836119.html
355980850,355980850_BD-1751278897,"New  digatil printed daraz  Premium quality T-shirt for men and women",89.0,56.0,938,0,Dhaka,//www.daraz.com.bd/products/-i355980850.html
362243763,362243763_BD-1787347130,"Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt",99.0,50.0,20,0,Dhaka,//www.daraz.com.bd/products/-i362243763.html
343996569,343996569_BD-1678228796,"Royel blue Colour Jersey Fabric Half Sleeve T-shirt For Men's",80.0,61.0,10,0,Dhaka,//www.daraz.com.bd/products/-i343996569.html
293383615,293383615_BD-1680464915,"Oversize Drop Shoulder Black Cotton Half Sleeve Round Neck T Shirt For Men - Innovative Style - Comfortable to Wear in Summer Season",306.0,64.0,275,0,Dhaka,//www.daraz.com.bd/products/oversize-drop-shoulder-black-cotton-half-sleeve-round-neck-t-shirt-for-men-innovative-style-comfortable-to-wear-in-summer-season-i293383615.html
342916199,342916199_BD-1776154196,"Anime Half-Sleeve T-shirt, Jersey Fabric, AOT logo on Middle",139.0,31.0,120,0,Dhaka,//www.daraz.com.bd/products/aot-i342916199.html
247189406,247189406_BD-1192749448,"Stylish Cotton Half Sleeve T-Shirt For Men - T Shirt For Man - T Shirt",157.0,37.0,99,0,Dhaka,//www.daraz.com.bd/products/stylish-cotton-half-sleeve-t-shirt-for-men-t-shirt-for-man-t-shirt-i247189406.html
187540518,187540518_BD-1879854028,"Premium Solid T Shirt For Men- Black",165.0,53.0,283,0,Dhaka,//www.daraz.com.bd/products/premium-solid-t-shirt-for-men-black-i187540518.html
367074176,367074176_BD-1829821411,"2024 Summer New Fashionable T-Shirt For Men [ High Quality Classical Tshirt ]",96.0,52.0,6,0,Dhaka,//www.daraz.com.bd/products/2024-i367074176.html
337962367,337962367_BD-1650035243,"Superlative Versatile -Choice and Remark -High Quality T-shirt & 2 Quarter Pants For Man - T Shirt - T Shirt For Man",245.0,30.0,85,0,Dhaka,//www.daraz.com.bd/products/2-i337962367.html
261408866,261408866_BD-1222626348,"Solid Jersey Half Sleeve Tshirt - T Shirt For Man - T Shirt For Man",96.0,79.0,1100,0,Dhaka,//www.daraz.com.bd/products/solid-jersey-half-sleeve-tshirt-t-shirt-for-man-t-shirt-for-man-i261408866.html
133228076,133228076_BD-1847733249,"Ladies Short Sleeve Cotton T-Shirt",95.0,73.0,150,0,Dhaka,//www.daraz.com.bd/products/ladies-short-sleeve-cotton-t-shirt-i133228076.html
343672785,343672785_BD-1675689893,"Love Degin Tshirt Jarsy Women",96.0,52.0,317,0,Dhaka,//www.daraz.com.bd/products/-i343672785.html
324582594,324582594_BD-1553396006,"Black Poly-Cotton Full  Sleeve T Shirt For Men",208.0,60.0,51,0,Dhaka,//www.daraz.com.bd/products/-i324582594.html
335864606,335864606_BD-1634740415,"Daraz New Desing Soft & Comfortable T-shirt For Men",83.0,69.0,0,0,Dhaka,//www.daraz.com.bd/products/-i335864606.html
344167162,344167162_BD-1806190893,"White Color T-Shirt And 2 Quarter Pant For Men",299.0,25.0,597,0,Dhaka,//www.daraz.com.bd/products/2-i344167162.html
333818926,333818926_BD-1731671076,"premium quality Full Sleeve Plain Skin T-Shirt  for men. Screen full hata screen ganzi- black screen skin ganzi",178.0,63.0,23,0,Rajshahi,//www.daraz.com.bd/products/-i333818926.html
344113867,344113867_BD-1678513605,"Black Combo  T-Shirt And 2 Quarter Pant For Men..",272.0,32.0,0,0,Dhaka,//www.daraz.com.bd/products/2-i344113867.html
343502764,343502764_BD-1675109338,"Ash  Stylish t shirt for Men Comfortable and soft wear tee - new Design T Shirt For Man",112.0,44.0,90,0,Dhaka,//www.daraz.com.bd/products/-i343502764.html
324517921,324517921_BD-1553172137,"Men's Regular-Fit Long-Sleeve T-Shirt with Round Neck - Lightweight Comfort for Everyday Wear",250.0,29.0,141,0,Dhaka,//www.daraz.com.bd/products/mens-regular-fit-long-sleeve-t-shirt-with-round-neck-lightweight-comfort-for-everyday-wear-i324517921.html
244504056,244504056_BD-1187873807,"Desire Printed Cotton T-shirt for Summer. Code: dt-25",350.0,0.0,0,0,Dhaka,//www.daraz.com.bd/products/dt-25-i244504056.html
355825103,355825103_BD-1750560846,"New Soft & Comfortable T-shirt For Men",109.0,46.0,12,0,Dhaka,//www.daraz.com.bd/products/-i355825103.html
344217459,344217459_BD-1678873734,"Men New Fashionable New Design Digital Printed Boys T-Shirt for Men - Artful Fashion for Casual Occasions and Moderate Weather",115.0,39.0,43,0,Dhaka,//www.daraz.com.bd/products/-i344217459.html
215146698,215146698_BD-1830853310,"Combo Set - T-Shirt and Trouser for Men - Soft Fabric and Comfortable",564.0,73.0,759,0,Dhaka,//www.daraz.com.bd/products/-i215146698.html
358965471,358965471_BD-1771505936,"ora koy orar top orara sob amra ki fao nei vai New Desing Soft & Comfortable T-shirt For Men",109.0,45.0,0,0,Dhaka,//www.daraz.com.bd/products/ora-koy-orar-top-orara-sob-amra-ki-fao-nei-vai-i358965471.html
346353026,346353026_BD-1695017718,"Black T-Shirt And 2 Quarter Pant For Men",281.0,44.0,9,0,Dhaka,//www.daraz.com.bd/products/2-i346353026.html
200983734,200983734_BD-1830873129,"New Combo SET - T-Shirt and Trouser for Men - Soft fabric and comfortable To Wear",531.0,75.0,207,0,Dhaka,//www.daraz.com.bd/products/-i200983734.html
302766569,302766569_BD-1347507198,"Black Printed Summer Round Neck Combo T-Shirt & Pant for Men - Trendy T-Shirt and Pant Set - Perfect For All Season",241.0,43.0,373,0,Dhaka,//www.daraz.com.bd/products/-i302766569.html
387638720,387638720_BD-1933090064,"NKE design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° Trendy t- shirt | Half Sleeve genji for man",95.0,52.0,7,0,Dhaka,//www.daraz.com.bd/products/nke-i387638720.html
321272772,321272772_BD-2017191191,"Discover easy-going vibes with the Half Sleeve Casual T-Shirt for Men â€“ A must-have round neck choice for laid-back moments",70.0,30.0,14,0,Dhaka,//www.daraz.com.bd/products/-i321272772.html
318705090,318705090_BD-1454469183,"Black Poly-Cotton Full  Sleeve T Shirt For Men",299.0,25.0,430,0,Dhaka,//www.daraz.com.bd/products/-i318705090.html
149540592,149540592_BD-1075884057,"Premium Stylish T-Shirt -Maroon Comfortable and Soft Synthetic Fabrics for Men - Full Sleeve & Round Collar",295.0,50.0,538,0,Dhaka,//www.daraz.com.bd/products/premium-stylish-t-shirt-maroon-comfortable-and-soft-synthetic-fabrics-for-men-full-sleeve-round-collar-i149540592.html
232285512,232285512_BD-1175180472,"Tiktok Up Half Sleeve T-Shirt for Men - T Shirt For Man - T Shirt For Man - T Shirt",200.0,0.0,142,0,Dhaka,//www.daraz.com.bd/products/tiktok-up-half-sleeve-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-i232285512.html
306465074,306465074_BD-1370402384,"Manfare's Premium Quality Stylish T Shirt - MF-499",427.0,22.0,289,0,Dhaka,//www.daraz.com.bd/products/manfare-mf-499-i306465074.html
274615049,274615049_BD-1250519692,"Trendsetter -Seth Rollins WWE Black Cotton T-shirt For Men - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Sirt- Inventive Choice",247.0,18.0,31,0,Khulna,//www.daraz.com.bd/products/trendsetter-seth-rollins-wwe-black-cotton-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-sirt-inventive-choice-i274615049.html
237901513,237901513_BD-1471598202,"Athleisure - Avant Grade - Easily Usable - Demon Slayer All Hashira Anime White T-Shirt - Easy To maintain - Well Inspired & Crafted",179.0,49.0,101,0,Dhaka,//www.daraz.com.bd/products/athleisure-avant-grade-easily-usable-demon-slayer-all-hashira-anime-white-t-shirt-easy-to-maintain-well-inspired-crafted-i237901513.html
342269255,342269255_BD-1812636291,"Trendy Stylish Fashion tops ladies short sleeve casual t-shirt for grail",189.0,41.0,1700,0,Dhaka,//www.daraz.com.bd/products/-i342269255.html
321770148,321770148_BD-1724631814,"One sholder tank top and Crop top",139.0,54.0,200,0,Dhaka,//www.daraz.com.bd/products/-i321770148.html
261493684,261493684_BD-2015028880,"Effortless and Affordable Style for Your Everyday Look - T Shirt For Man",70.0,30.0,73,0,Dhaka,//www.daraz.com.bd/products/-i261493684.html
222893536,222893536_BD-1269761409,"cotton long sleeve tshirt for men- - T Shirt For Man - T Shirt For Man - T Shirt - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦°",195.0,61.0,273,0,Dhaka,//www.daraz.com.bd/products/cotton-long-sleeve-tshirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-i222893536.html
343853861,343853861_BD-1677158524,"Style casual homme cool T-Shirts Summer Poly Cotton Tops Tees Print T Shirt Men Loose T-Shirt Homme Fashion Tshirts - T-Shirt",96.0,45.0,55,0,Dhaka,//www.daraz.com.bd/products/-i343853861.html
306189705,306189705_BD-1368760312,"100% Export and Premium Round Neck Half Sleeve Cotton T-shirt for Fashionable People-BL",450.0,40.0,60,0,Dhaka,//www.daraz.com.bd/products/100-bl-i306189705.html
367246631,367246631_BD-1830973383,"CASUAL Printed T Shirt For Men",96.0,52.0,0,0,Dhaka,//www.daraz.com.bd/products/-i367246631.html
184045285,184045285_BD-1128711697,"Trendy Casual Half Sleeve Printed T-Shirt For Men - Tshirt For Men",199.0,0.0,30,0,Dhaka,//www.daraz.com.bd/products/trendy-casual-half-sleeve-printed-t-shirt-for-men-tshirt-for-men-i184045285.html
337586614,337586614_BD-1647192286,"Summer Black Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys",370.0,43.0,158,0,Dhaka,//www.daraz.com.bd/products/-i337586614.html
263879856,263879856_BD-1233635327,"Dean Ambrose WWE Black T-shirt For Men - T-Shirt For Men - T Shirt",259.0,14.0,32,0,Khulna,//www.daraz.com.bd/products/dean-ambrose-wwe-black-t-shirt-for-men-t-shirt-for-men-t-shirt-i263879856.html
240365609,240365609_BD-1183660717,"Enjoy Exclusive Summer Fashion with T-shirt and Full Pant for Men - A Casual Round Neck Ensemble for Seasonal Comfort",600.0,23.0,1600,0,Dhaka,//www.daraz.com.bd/products/-i240365609.html
160882441,160882441_BD-1092760746,"Quicksilver Black Cotton Long Sleeve Tshirt For Men",187.0,77.0,654,0,Dhaka,//www.daraz.com.bd/products/quicksilver-black-cotton-long-sleeve-tshirt-for-men-i160882441.html
343135311,343135311_BD-1673226412,"New Relax Dissing Stylist T-Shirt For Summer - Tshirt For Men",95.0,55.0,39,0,Dhaka,//www.daraz.com.bd/products/-i343135311.html
340787646,340787646_BD-1670759798,"Black Combo T-Shirt & trouser Pant For Man",425.0,29.0,14,0,Dhaka,//www.daraz.com.bd/products/-i340787646.html
324508940,324508940_BD-1553174244,"Black Cotton Full Sleeve Casual T-Shirt For Men",350.0,42.0,119,0,Dhaka,//www.daraz.com.bd/products/-i324508940.html
314516386,314516386_BD-1413603079,"Ensemble Yourself - Upscale Need - New Exclusive T shirt For Man For BLIVE - Sensible - Must Have - Understated Sophistication",99.0,65.0,570,0,Dhaka,//www.daraz.com.bd/products/blive-i314516386.html
273497915,273497915_BD-1248163324,"Next // Printed Casual T-Shirt//",99.0,50.0,13,0,Dhaka,//www.daraz.com.bd/products/-i273497915.html
203888391,203888391_BD-1151963105,"Exclusive Cotton Full Sleeve T-Shirt For Men- - T Shirt For Man - T Shirt",195.0,72.0,209,0,Dhaka,//www.daraz.com.bd/products/exclusive-cotton-full-sleeve-t-shirt-for-men-t-shirt-for-man-t-shirt-i203888391.html
154492458,154492458_BD-1083630634,"GREY COLOR COTTON LONG SLEEVE EXCULUSIVE MENS T- SHIRT .",178.0,43.0,362,0,Dhaka,//www.daraz.com.bd/products/-i154492458.html
351461733,351461733_BD-1723783140,"kosto half Sleep T-shirt For Men,stylish premium T-Shirt for Men's",99.0,48.0,6,0,Dhaka,//www.daraz.com.bd/products/-i351461733.html
344007037,344007037_BD-1678237825,"White Combo T-Shirts & Pants for Men - Stylish Matching Sets - Easy to Use And Maintain - Comfortable and Fashionable T-Shirts and Pants",272.0,32.0,14,0,Dhaka,//www.daraz.com.bd/products/-i344007037.html
337930520,337930520_BD-1649939761,"Exclusive High Quality T-shirt & 2 Quarter Pants For Man",242.0,31.0,283,0,Dhaka,//www.daraz.com.bd/products/2-i337930520.html
317371970,317371970_BD-1720158798,"Speedo Top Polyester Skin Tight Full Sleeve T-Shirt",450.0,0.0,139,0,Dhaka,//www.daraz.com.bd/products/-i317371970.html
228391358,228391358_BD-1172235455,"Pink &White Fashionable Tops Ladies Short Sleeve Casual Girls Print  New T-Shirt For Women - T Shirt For Women",157.0,47.0,1200,0,Dhaka,//www.daraz.com.bd/products/pink-white-fashionable-tops-ladies-short-sleeve-casual-girls-print-new-t-shirt-for-women-t-shirt-for-women-i228391358.html
383342878,383342878_BD-1919923042,"Off On Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man",99.0,50.0,14,0,Dhaka,//www.daraz.com.bd/products/-i383342878.html
364091403,364091403_BD-1802935037,"Cotton Half-Sleeve T-shirt, Anime T-shirt, Bleach, Ichigo Kurosaki Logo on Middle,",330.0,0.0,11,0,Dhaka,//www.daraz.com.bd/products/-i364091403.html
299433398,299433398_BD-1329902881,"Black Cotton Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men",437.0,27.0,159,0,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-i299433398.html
229707947,229707947_BD-1173275781,"Summer Printed Combo T-Shirt & Pant - Black",270.0,51.0,4700,0,Dhaka,//www.daraz.com.bd/products/-i229707947.html
202311941,202311941_BD-1353540392,"Premium Quality Cotton Casual Combo of 3 Super Comfort Trendy Cotton Half Sleeve T-Shirt For men - BLACK, GREY & NAVY BLUE - T-Shirt For Men - T Shirt - T Shirt For Man",499.0,50.0,67,0,Rajshahi,//www.daraz.com.bd/products/premium-quality-cotton-casual-combo-of-3-super-comfort-trendy-cotton-half-sleeve-t-shirt-for-men-black-grey-navy-blue-t-shirt-for-men-t-shirt-t-shirt-for-man-i202311941.html
191330041,191330041_BD-1138398492,"New Stylish Long Sleeve T-shirt For Men- - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man",182.0,64.0,161,0,Dhaka,//www.daraz.com.bd/products/new-stylish-long-sleeve-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-t-shirt-for-man-i191330041.html
338055457,338055457_BD-1651101436,"Daraz New Desing Soft & Comfortable T-shirt For Men",83.0,72.0,56,0,Dhaka,//www.daraz.com.bd/products/-i338055457.html
326125059,326125059_BD-1571146741,"Best Quality Casual T-shirt's for men",89.0,56.0,0,0,Dhaka,//www.daraz.com.bd/products/-i326125059.html
319637932,319637932_BD-1469157022,"Superlative Understated -Craftsmanship and Trendy -Mens Premium Blank T-shirt Color-AKY ,100% Cotton fabric- Progressively Better",230.0,50.0,19,0,Dhaka,//www.daraz.com.bd/products/superlative-understated-craftsmanship-and-trendy-mens-premium-blank-t-shirt-color-aky-100-cotton-fabric-progressively-better-i319637932.html
316546601,316546601_BD-1432760808,"Manfare's Premium Quality Combed Cotton T-Shirt I MF-502",427.0,9.0,171,0,Dhaka,//www.daraz.com.bd/products/manfare-i-mf-502-i316546601.html
132978625,132978625_BD-1054338919,"Yellow TShirt Exclusive Comfortable Cotton Half Sleeve  For Mans",162.0,76.0,48,0,Dhaka,//www.daraz.com.bd/products/-i132978625.html
266185268,266185268_BD-1950936835,"Ladies T-Shirt Short Sleeve For Women(Extra Long Size)",225.0,55.0,602,0,Rangpur,//www.daraz.com.bd/products/ladies-t-shirt-short-sleeve-for-womenextra-long-size-i266185268.html
191924342,191924342_BD-1138827462,"High Quality White Cotton T-shirt & 2 Quarter Pants For Man - T Shirt For Man - T Shirt - T Shirt",257.0,63.0,648,0,Dhaka,//www.daraz.com.bd/products/high-quality-white-cotton-t-shirt-2-quarter-pants-for-man-t-shirt-for-man-t-shirt-t-shirt-i191924342.html
405317160,405317160_BD-2008812790,"Life Line design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man",99.0,50.0,44,0,Dhaka,//www.daraz.com.bd/products/-i405317160.html
325941738,325941738_BD-1566332103,"Premium Quality soft & comfortable mesh fabric Full Sleeve T-Shirt for winter",287.0,64.0,1200,0,Rajshahi,//www.daraz.com.bd/products/-i325941738.html
324438854,324438854_BD-1552801963,"Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt",92.0,51.0,13,0,Dhaka,//www.daraz.com.bd/products/-i324438854.html
284387274,284387274_BD-2015366003,"Half Sleeve T-Shirts for Men - Round Neck Comfort and Style",70.0,30.0,343,0,Dhaka,//www.daraz.com.bd/products/-i284387274.html
343936383,343936383_BD-1677676120,"Multi Color T Shirt For Men - Comfortable",96.0,45.0,10,0,Dhaka,//www.daraz.com.bd/products/-i343936383.html
340802784,340802784_BD-1670787600,"Black Combo T-Shirt & trouser Pant For Man",420.0,30.0,0,0,Dhaka,//www.daraz.com.bd/products/-i340802784.html
274718679,274718679_BD-1251070030,"Spider Man Black Cotton T-Shirt For Men - T Shirt For Man - T Sirt",259.0,14.0,14,0,Khulna,//www.daraz.com.bd/products/spider-man-black-cotton-t-shirt-for-men-t-shirt-for-man-t-sirt-i274718679.html
234920729,234920729_BD-1177844719,"GREY COLOUR COTTON LONG SLEEVE CASUAL T-SHART  FOR MEN .",170.0,34.0,109,0,Dhaka,//www.daraz.com.bd/products/t-shart-i234920729.html
210484778,210484778_BD-1160530956,"Islamic Quotes Printed T Shirt - Design 70",161.0,36.0,19,0,Dhaka,//www.daraz.com.bd/products/70-i210484778.html
411316799,411316799_BD-2034509858,"Style casual homme cool T-Shirts Summer Poly Cotton Tops Tees Print T Shirt Men Loose T-Shirt Homme Fashion Tshirts - T-Shirt",99.0,67.0,0,0,Dhaka,//www.daraz.com.bd/products/-i411316799.html
